NC_000932.1	ndhB_2	100.00	777	0	0	96388	97164	777	1	0.0e+00	1502.0
NC_000932.1	ndhB_2	100.00	762	0	0	142947	143708	778	1539	0.0e+00	1474.0
NC_000932.1	ndhB_2	100.00	762	0	0	94941	95702	1539	778	0.0e+00	1474.0
NC_000932.1	ndhB	100.00	777	0	0	141485	142261	1	777	0.0e+00	1502.0
NC_000932.1	ndhB	100.00	777	0	0	96388	97164	777	1	0.0e+00	1502.0
NC_000932.1	ndhB	100.00	762	0	0	142947	143708	778	1539	0.0e+00	1474.0
NC_000932.1	ndhB	100.00	762	0	0	94941	95702	1539	778	0.0e+00	1474.0
NC_000932.1	atpI	100.00	750	0	0	14021	14770	750	1	0.0e+00	1452.0
NC_000932.1	rps2	100.00	711	0	0	15013	15723	711	1	0.0e+00	1377.0
NC_000932.1	cemA	100.00	690	0	0	60741	61430	1	690	0.0e+00	1326.0
NC_000932.1	ndhK	100.00	678	0	0	49257	49934	678	1	0.0e+00	1313.0
NC_000932.1	rps3	100.00	657	0	0	82826	83482	657	1	0.0e+00	1265.0
NC_000932.1	petB	100.00	643	0	0	75650	76292	6	648	0.0e+00	1246.0
NC_000932.1	rps4	100.00	606	0	0	45223	45828	606	1	0.0e+00	1173.0
NC_000932.1	ycf4	100.00	555	0	0	59772	60326	1	555	1.5e-314	1074.0
NC_000932.1	ndhA	100.00	553	0	0	121457	122009	553	1	1.6e-312	1067.0
NC_000932.1	ndhA	100.00	530	0	0	119847	120376	1083	554	3.3e-298	1020.0
NC_000932.1	ndhG	100.00	531	0	0	118377	118907	531	1	1.5e-299	1024.0
NC_000932.1	ndhI	100.00	519	0	0	119244	119762	519	1	2.3e-292	1000.0
NC_000932.1	rpl22	100.00	483	0	0	83467	83949	483	1	1.2e-271	931.0
NC_000932.1	ndhJ	100.00	477	0	0	48677	49153	477	1	6.8e-270	926.0
NC_000932.1	petD	100.00	476	0	0	77197	77672	8	483	7.8e-269	922.0
NC_000932.1	rps7_2	100.00	468	0	0	140704	141171	1	468	1.0e-264	908.0
NC_000932.1	rps7_2	100.00	468	0	0	97478	97945	468	1	1.0e-264	908.0
NC_000932.1	rps7	100.00	468	0	0	140704	141171	1	468	1.0e-264	908.0
NC_000932.1	rps7	100.00	468	0	0	97478	97945	468	1	1.0e-264	908.0
NC_000932.1	rpl2_2	100.00	435	0	0	153878	154312	391	825	1.2e-246	848.0
NC_000932.1	rpl2_2	100.00	435	0	0	84337	84771	825	391	1.2e-246	848.0
NC_000932.1	rpl2_2	100.00	390	0	0	152806	153195	1	390	4.3e-219	757.0
NC_000932.1	rpl2_2	100.00	390	0	0	85454	85843	390	1	4.3e-219	757.0
NC_000932.1	rpl2	100.00	435	0	0	153878	154312	391	825	1.2e-246	848.0
NC_000932.1	rpl2	100.00	435	0	0	84337	84771	825	391	1.2e-246	848.0
NC_000932.1	rpl2	100.00	390	0	0	152806	153195	1	390	4.3e-219	757.0
NC_000932.1	rpl2	100.00	390	0	0	85454	85843	390	1	4.3e-219	757.0
NC_000932.1	rps11	100.00	417	0	0	78960	79376	417	1	1.2e-235	812.0
NC_000932.1	atpF	100.00	411	0	0	11529	11939	555	145	1.0e-229	792.0
NC_000932.1	atpF	100.00	144	0	0	12655	12798	144	1	4.1e-75	279.0
NC_000932.1	rps8	100.00	405	0	0	80068	80472	405	1	9.7e-227	782.0
NC_000932.1	rpl16	100.00	399	0	0	81189	81587	408	10	2.0e-224	775.0
NC_000932.1	atpE	100.00	399	0	0	52265	52663	399	1	4.3e-224	773.0
NC_000932.1	rpl14	100.00	369	0	0	80696	81064	369	1	3.4e-206	714.0
NC_000932.1	ndhC	100.00	363	0	0	50001	50363	363	1	1.7e-202	702.0
NC_000932.1	rpl20	100.00	354	0	0	68512	68865	354	1	4.8e-197	684.0
NC_000932.1	rps18	100.00	306	0	0	67917	68222	1	306	1.1e-168	589.0
NC_000932.1	ndhE	100.00	306	0	0	117804	118109	306	1	1.4e-168	589.0
NC_000932.1	rps14	100.00	303	0	0	36938	37240	303	1	2.4e-168	588.0
NC_000932.1	clpP	100.00	292	0	0	70653	70944	363	72	2.2e-161	565.0
NC_000932.1	clpP	100.00	228	0	0	69910	70137	591	364	1.5e-124	443.0
NC_000932.1	clpP	100.00	71	0	0	71812	71882	71	1	8.7e-33	138.0
NC_000932.1	rpl23_2	100.00	282	0	0	152506	152787	1	282	2.2e-155	545.0
NC_000932.1	rpl23_2	100.00	282	0	0	85862	86143	282	1	2.2e-155	545.0
NC_000932.1	rpl23	100.00	282	0	0	152506	152787	1	282	2.2e-155	545.0
NC_000932.1	rpl23	100.00	282	0	0	85862	86143	282	1	2.2e-155	545.0
NC_000932.1	rps19	100.00	279	0	0	84005	84283	279	1	2.6e-153	538.0
NC_000932.1	rps19	100.00	113	0	0	154366	154478	1	113	7.1e-57	218.0
NC_000932.1	rps15	100.00	267	0	0	123296	123562	267	1	9.6e-146	513.0
NC_000932.1	psbE	100.00	252	0	0	64071	64322	252	1	1.0e-138	490.0
NC_000932.1	atpH	100.00	246	0	0	13262	13507	246	1	1.5e-135	479.0
NC_000932.1	psaC	100.00	246	0	0	117318	117563	246	1	6.8e-135	477.0
NC_000932.1	rps12_2	100.00	232	0	0	139856	140087	115	346	4.9e-127	451.0
NC_000932.1	rps12_2	100.00	232	0	0	98562	98793	346	115	4.9e-127	451.0
NC_000932.1	rps12_2	100.00	114	0	0	69611	69724	114	1	2.5e-58	223.0
NC_000932.1	rps12	100.00	232	0	0	139856	140087	115	346	4.9e-127	451.0
NC_000932.1	rps12	100.00	232	0	0	98562	98793	346	115	4.9e-127	451.0
NC_000932.1	rps12	100.00	114	0	0	69611	69724	114	1	2.5e-58	223.0
NC_000932.1	ycf3	100.00	226	0	0	43526	43751	352	127	1.3e-122	436.0
NC_000932.1	ycf3	100.00	155	0	0	42584	42738	507	353	2.4e-82	303.0
NC_000932.1	ycf3	100.00	126	0	0	44466	44591	126	1	1.9e-64	243.0
NC_000932.1	psbH	100.00	222	0	0	74485	74706	1	222	8.3e-121	430.0
NC_000932.1	rps16	100.00	204	0	0	5084	5287	240	37	5.6e-110	394.0
NC_000932.1	rps16	100.00	36	0	0	6153	6188	36	1	3.9e-12	69.0
NC_000932.1	rpl33	100.00	201	0	0	67488	67688	1	201	3.5e-108	388.0
NC_000932.1	psbZ	100.00	189	0	0	35751	35939	1	189	4.7e-101	365.0
NC_000932.1	psbK	100.00	186	0	0	7017	7202	1	186	2.6e-99	359.0
NC_000932.1	rpl32	100.00	159	0	0	113449	113607	1	159	2.9e-83	306.0
NC_000932.1	psaJ	100.00	135	0	0	66929	67063	1	135	1.1e-69	261.0
NC_000932.1	psbN	100.00	132	0	0	74249	74380	132	1	1.2e-68	257.0
NC_000932.1	psbJ	100.00	123	0	0	63538	63660	123	1	6.2e-63	238.0
NC_000932.1	psbF	100.00	120	0	0	63942	64061	120	1	2.0e-61	233.0
NC_000932.1	psbL	100.00	117	0	0	63804	63920	117	1	5.9e-59	225.0
NC_000932.1	rpl36	100.00	114	0	0	79489	79602	114	1	9.1e-58	221.0
NC_000932.1	petG	100.00	114	0	0	65998	66111	1	114	2.5e-57	219.0
NC_000932.1	psaI	100.00	114	0	0	59247	59360	1	114	2.9e-57	219.0
NC_000932.1	psbI	100.00	111	0	0	7583	7693	1	111	1.1e-55	214.0
NC_000932.1	psbM	100.00	105	0	0	28707	28811	105	1	5.4e-52	202.0
NC_000932.1	psbT	100.00	102	0	0	74082	74183	1	102	3.4e-50	196.0
NC_000932.1	petL	100.00	96	0	0	65712	65807	1	96	7.0e-47	185.0
NC_000932.1	petN	100.00	90	0	0	28089	28178	1	90	5.9e-44	175.0
